datetime,temperature,pressure,humidity
2018/12/06 11:31:31,19.16 C,1015.22 hPA,74.71 %RH
2018/12/06 11:31:32,19.16 C,1015.22 hPA,74.70 %RH
2018/12/06 11:31:33,19.16 C,1015.22 hPA,74.71 %RH
2018/12/06 11:31:34,19.16 C,1015.22 hPA,74.71 %RH
2018/12/06 11:31:35,19.16 C,1015.22 hPA,74.71 %RH
2018/12/06 11:31:36,19.16 C,1015.22 hPA,74.72 %RH
2018/12/06 11:31:38,19.16 C,1015.22 hPA,74.71 %RH
2018/12/06 11:31:39,19.16 C,1015.22 hPA,74.71 %RH
2018/12/06 11:31:40,19.16 C,1015.22 hPA,74.71 %RH
2018/12/06 11:31:41,19.16 C,1015.23 hPA,74.71 %RH
2018/12/06 11:31:42,19.17 C,1015.23 hPA,74.70 %RH
2018/12/06 11:31:43,19.16 C,1015.23 hPA,74.71 %RH
2018/12/06 11:31:44,19.16 C,1015.23 hPA,74.71 %RH
2018/12/06 11:31:45,19.16 C,1015.24 hPA,74.71 %RH
2018/12/06 11:31:46,19.16 C,1015.25 hPA,74.71 %RH
2018/12/06 11:31:47,19.16 C,1015.25 hPA,74.72 %RH
2018/12/06 11:31:48,19.16 C,1015.24 hPA,74.71 %RH
2018/12/06 11:31:49,19.16 C,1015.24 hPA,74.71 %RH
2018/12/06 11:31:50,19.16 C,1015.25 hPA,74.72 %RH
2018/12/06 11:31:51,19.16 C,1015.25 hPA,74.71 %RH
2018/12/06 11:31:52,19.16 C,1015.25 hPA,74.71 %RH
2018/12/06 11:31:53,19.16 C,1015.25 hPA,74.73 %RH
2018/12/06 11:31:54,19.17 C,1015.25 hPA,74.72 %RH
2018/12/06 11:31:55,19.16 C,1015.26 hPA,74.71 %RH
2018/12/06 11:31:56,19.16 C,1015.25 hPA,74.71 %RH
2018/12/06 11:31:57,19.16 C,1015.25 hPA,74.73 %RH
2018/12/06 11:31:58,19.16 C,1015.25 hPA,74.71 %RH
2018/12/06 11:31:59,19.16 C,1015.25 hPA,74.72 %RH
2018/12/06 11:32:00,19.17 C,1015.25 hPA,74.72 %RH
2018/12/06 11:32:01,19.17 C,1015.24 hPA,74.73 %RH
2018/12/06 11:32:03,19.17 C,1015.26 hPA,74.72 %RH
2018/12/06 11:32:04,19.17 C,1015.26 hPA,74.73 %RH
2018/12/06 11:32:05,19.16 C,1015.26 hPA,74.72 %RH
2018/12/06 11:32:06,19.16 C,1015.27 hPA,74.73 %RH
2018/12/06 11:32:07,19.16 C,1015.26 hPA,74.72 %RH
2018/12/06 11:32:08,19.16 C,1015.26 hPA,74.73 %RH
2018/12/06 11:32:09,19.16 C,1015.26 hPA,74.72 %RH
2018/12/06 11:32:10,19.16 C,1015.26 hPA,74.71 %RH
2018/12/06 11:32:11,19.16 C,1015.25 hPA,74.71 %RH
2018/12/06 11:32:12,19.16 C,1015.25 hPA,74.72 %RH
2018/12/06 11:32:13,19.16 C,1015.26 hPA,74.72 %RH
2018/12/06 11:32:14,19.16 C,1015.26 hPA,74.71 %RH
2018/12/06 11:32:15,19.16 C,1015.26 hPA,74.73 %RH
2018/12/06 11:32:16,19.16 C,1015.25 hPA,74.71 %RH
2018/12/06 11:32:17,19.16 C,1015.24 hPA,74.71 %RH
2018/12/06 11:32:18,19.16 C,1015.25 hPA,74.71 %RH
2018/12/06 11:32:19,19.16 C,1015.24 hPA,74.71 %RH
2018/12/06 11:32:20,19.16 C,1015.25 hPA,74.71 %RH
2018/12/06 11:32:21,19.16 C,1015.24 hPA,74.71 %RH
2018/12/06 11:32:22,19.16 C,1015.25 hPA,74.71 %RH
2018/12/06 11:32:23,19.16 C,1015.24 hPA,74.70 %RH
2018/12/06 11:32:24,19.17 C,1015.24 hPA,74.72 %RH
2018/12/06 11:32:25,19.17 C,1015.25 hPA,74.71 %RH
2018/12/06 11:32:26,19.17 C,1015.25 hPA,74.71 %RH
2018/12/06 11:32:28,19.16 C,1015.25 hPA,74.71 %RH
2018/12/06 11:32:29,19.16 C,1015.25 hPA,74.71 %RH
2018/12/06 11:32:30,19.16 C,1015.26 hPA,74.70 %RH
2018/12/06 11:32:31,19.16 C,1015.26 hPA,74.71 %RH
2018/12/06 11:32:32,19.16 C,1015.26 hPA,74.69 %RH
2018/12/06 11:32:33,19.17 C,1015.26 hPA,74.69 %RH
2018/12/06 11:32:34,19.16 C,1015.25 hPA,74.69 %RH
2018/12/06 11:32:35,19.16 C,1015.25 hPA,74.70 %RH
2018/12/06 11:32:36,19.16 C,1015.25 hPA,74.69 %RH
2018/12/06 11:32:37,19.16 C,1015.25 hPA,74.71 %RH
2018/12/06 11:32:38,19.16 C,1015.25 hPA,74.70 %RH
2018/12/06 11:32:39,19.17 C,1015.25 hPA,74.69 %RH
2018/12/06 11:32:40,19.17 C,1015.24 hPA,74.69 %RH
2018/12/06 11:32:41,19.17 C,1015.25 hPA,74.70 %RH
2018/12/06 11:32:42,19.17 C,1015.25 hPA,74.71 %RH
2018/12/06 11:32:43,19.17 C,1015.23 hPA,74.70 %RH
2018/12/06 11:32:44,19.17 C,1015.24 hPA,74.71 %RH
2018/12/06 11:32:45,19.17 C,1015.23 hPA,74.70 %RH
2018/12/06 11:32:46,19.17 C,1015.24 hPA,74.70 %RH
2018/12/06 11:32:47,19.17 C,1015.24 hPA,74.70 %RH
2018/12/06 11:32:48,19.17 C,1015.24 hPA,74.67 %RH
2018/12/06 11:32:49,19.16 C,1015.24 hPA,74.70 %RH
2018/12/06 11:32:50,19.16 C,1015.24 hPA,74.70 %RH
2018/12/06 11:32:51,19.16 C,1015.24 hPA,74.70 %RH
2018/12/06 11:32:52,19.16 C,1015.24 hPA,74.71 %RH
2018/12/06 11:32:54,19.16 C,1015.24 hPA,74.70 %RH
2018/12/06 11:32:55,19.16 C,1015.24 hPA,74.70 %RH
2018/12/06 11:32:56,19.16 C,1015.24 hPA,74.71 %RH
2018/12/06 11:32:57,19.16 C,1015.25 hPA,74.70 %RH
2018/12/06 11:32:58,19.16 C,1015.25 hPA,74.70 %RH
2018/12/06 11:32:59,19.16 C,1015.25 hPA,74.70 %RH
2018/12/06 11:33:00,19.16 C,1015.26 hPA,74.68 %RH
2018/12/06 11:33:01,19.16 C,1015.26 hPA,74.70 %RH
2018/12/06 11:33:02,19.17 C,1015.26 hPA,74.67 %RH
2018/12/06 11:33:03,19.17 C,1015.26 hPA,74.69 %RH
2018/12/06 11:33:04,19.17 C,1015.26 hPA,74.70 %RH
2018/12/06 11:33:05,19.17 C,1015.26 hPA,74.70 %RH
2018/12/06 11:33:06,19.17 C,1015.26 hPA,74.69 %RH
2018/12/06 11:33:07,19.17 C,1015.27 hPA,74.67 %RH
2018/12/06 11:33:08,19.16 C,1015.26 hPA,74.70 %RH
2018/12/06 11:33:09,19.17 C,1015.26 hPA,74.70 %RH
2018/12/06 11:33:10,19.16 C,1015.26 hPA,74.70 %RH
2018/12/06 11:33:11,19.16 C,1015.26 hPA,74.70 %RH
2018/12/06 11:33:12,19.16 C,1015.25 hPA,74.69 %RH
2018/12/06 11:33:13,19.17 C,1015.25 hPA,74.69 %RH
2018/12/06 11:33:14,19.16 C,1015.25 hPA,74.68 %RH
2018/12/06 11:33:15,19.17 C,1015.25 hPA,74.68 %RH
2018/12/06 11:33:16,19.16 C,1015.24 hPA,74.69 %RH
2018/12/06 11:33:17,19.16 C,1015.24 hPA,74.69 %RH
2018/12/06 11:33:19,19.16 C,1015.24 hPA,74.69 %RH
2018/12/06 11:33:20,19.16 C,1015.24 hPA,74.69 %RH
2018/12/06 11:33:21,19.16 C,1015.24 hPA,74.69 %RH
2018/12/06 11:33:22,19.16 C,1015.24 hPA,74.70 %RH
2018/12/06 11:33:23,19.17 C,1015.24 hPA,74.67 %RH
2018/12/06 11:33:24,19.16 C,1015.25 hPA,74.68 %RH
2018/12/06 11:33:25,19.17 C,1015.25 hPA,74.69 %RH
2018/12/06 11:33:26,19.17 C,1015.26 hPA,74.70 %RH
2018/12/06 11:33:27,19.17 C,1015.26 hPA,74.69 %RH
2018/12/06 11:33:28,19.17 C,1015.26 hPA,74.69 %RH
2018/12/06 11:33:29,19.17 C,1015.26 hPA,74.69 %RH
2018/12/06 11:33:30,19.17 C,1015.26 hPA,74.70 %RH
2018/12/06 11:33:31,19.16 C,1015.27 hPA,74.68 %RH
2018/12/06 11:33:32,19.17 C,1015.27 hPA,74.70 %RH
2018/12/06 11:33:33,19.16 C,1015.28 hPA,74.69 %RH
2018/12/06 11:33:34,19.17 C,1015.27 hPA,74.67 %RH
2018/12/06 11:33:35,19.17 C,1015.28 hPA,74.70 %RH
2018/12/06 11:33:36,19.17 C,1015.28 hPA,74.69 %RH
2018/12/06 11:33:37,19.17 C,1015.27 hPA,74.70 %RH
2018/12/06 11:33:38,19.17 C,1015.27 hPA,74.70 %RH
2018/12/06 11:33:39,19.17 C,1015.28 hPA,74.70 %RH
2018/12/06 11:33:40,19.17 C,1015.28 hPA,74.68 %RH
2018/12/06 11:33:41,19.17 C,1015.28 hPA,74.69 %RH
2018/12/06 11:33:42,19.17 C,1015.28 hPA,74.69 %RH
2018/12/06 11:33:43,19.17 C,1015.29 hPA,74.69 %RH
2018/12/06 11:33:45,19.17 C,1015.29 hPA,74.71 %RH
2018/12/06 11:33:46,19.17 C,1015.29 hPA,74.70 %RH
2018/12/06 11:33:47,19.17 C,1015.29 hPA,74.70 %RH
2018/12/06 11:33:48,19.17 C,1015.29 hPA,74.71 %RH
2018/12/06 11:33:49,19.17 C,1015.29 hPA,74.71 %RH
2018/12/06 11:33:50,19.17 C,1015.29 hPA,74.70 %RH
2018/12/06 11:33:51,19.17 C,1015.29 hPA,74.70 %RH
2018/12/06 11:33:52,19.17 C,1015.29 hPA,74.71 %RH
2018/12/06 11:33:53,19.17 C,1015.29 hPA,74.71 %RH
2018/12/06 11:33:54,19.17 C,1015.29 hPA,74.69 %RH
2018/12/06 11:33:55,19.17 C,1015.29 hPA,74.70 %RH
2018/12/06 11:33:56,19.17 C,1015.29 hPA,74.71 %RH
2018/12/06 11:33:57,19.17 C,1015.29 hPA,74.71 %RH
2018/12/06 11:33:58,19.17 C,1015.28 hPA,74.72 %RH
2018/12/06 11:33:59,19.16 C,1015.29 hPA,74.71 %RH
2018/12/06 11:34:00,19.17 C,1015.29 hPA,74.71 %RH
2018/12/06 11:34:01,19.17 C,1015.28 hPA,74.71 %RH
2018/12/06 11:34:02,19.16 C,1015.29 hPA,74.70 %RH
2018/12/06 11:34:03,19.16 C,1015.28 hPA,74.71 %RH
2018/12/06 11:34:04,19.16 C,1015.27 hPA,74.71 %RH
2018/12/06 11:34:05,19.16 C,1015.28 hPA,74.71 %RH
2018/12/06 11:34:06,19.16 C,1015.27 hPA,74.72 %RH
2018/12/06 11:34:07,19.16 C,1015.27 hPA,74.72 %RH
2018/12/06 11:34:08,19.16 C,1015.27 hPA,74.70 %RH
2018/12/06 11:34:10,19.16 C,1015.27 hPA,74.71 %RH
2018/12/06 11:34:11,19.16 C,1015.27 hPA,74.70 %RH
2018/12/06 11:34:12,19.16 C,1015.28 hPA,74.71 %RH
2018/12/06 11:34:13,19.16 C,1015.28 hPA,74.71 %RH
2018/12/06 11:34:14,19.17 C,1015.29 hPA,74.71 %RH
2018/12/06 11:34:15,19.16 C,1015.28 hPA,74.71 %RH
2018/12/06 11:34:16,19.16 C,1015.28 hPA,74.72 %RH
2018/12/06 11:34:17,19.17 C,1015.30 hPA,74.71 %RH
2018/12/06 11:34:18,19.17 C,1015.31 hPA,74.71 %RH
2018/12/06 11:34:19,19.17 C,1015.31 hPA,74.71 %RH
2018/12/06 11:34:20,19.17 C,1015.31 hPA,74.70 %RH
2018/12/06 11:34:21,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:34:22,19.16 C,1015.30 hPA,74.72 %RH
2018/12/06 11:34:23,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:34:24,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:34:25,19.16 C,1015.30 hPA,74.72 %RH
2018/12/06 11:34:26,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:34:27,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:34:28,19.16 C,1015.31 hPA,74.71 %RH
2018/12/06 11:34:29,19.16 C,1015.32 hPA,74.73 %RH
2018/12/06 11:34:30,19.16 C,1015.32 hPA,74.71 %RH
2018/12/06 11:34:31,19.16 C,1015.32 hPA,74.72 %RH
2018/12/06 11:34:32,19.16 C,1015.32 hPA,74.70 %RH
2018/12/06 11:34:33,19.16 C,1015.32 hPA,74.71 %RH
2018/12/06 11:34:35,19.16 C,1015.32 hPA,74.71 %RH
2018/12/06 11:34:36,19.16 C,1015.31 hPA,74.71 %RH
2018/12/06 11:34:37,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:34:38,19.16 C,1015.31 hPA,74.72 %RH
2018/12/06 11:34:39,19.16 C,1015.31 hPA,74.73 %RH
2018/12/06 11:34:40,19.16 C,1015.31 hPA,74.71 %RH
2018/12/06 11:34:41,19.16 C,1015.31 hPA,74.70 %RH
2018/12/06 11:34:42,19.16 C,1015.30 hPA,74.72 %RH
2018/12/06 11:34:43,19.16 C,1015.31 hPA,74.71 %RH
2018/12/06 11:34:44,19.16 C,1015.32 hPA,74.71 %RH
2018/12/06 11:34:45,19.16 C,1015.32 hPA,74.72 %RH
2018/12/06 11:34:46,19.16 C,1015.32 hPA,74.71 %RH
2018/12/06 11:34:47,19.17 C,1015.32 hPA,74.71 %RH
2018/12/06 11:34:48,19.16 C,1015.31 hPA,74.70 %RH
2018/12/06 11:34:49,19.16 C,1015.31 hPA,74.71 %RH
2018/12/06 11:34:50,19.16 C,1015.30 hPA,74.70 %RH
2018/12/06 11:34:51,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:34:52,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:34:53,19.17 C,1015.30 hPA,74.71 %RH
2018/12/06 11:34:54,19.16 C,1015.31 hPA,74.70 %RH
2018/12/06 11:34:55,19.16 C,1015.31 hPA,74.71 %RH
2018/12/06 11:34:56,19.16 C,1015.30 hPA,74.70 %RH
2018/12/06 11:34:57,19.17 C,1015.31 hPA,74.71 %RH
2018/12/06 11:34:58,19.17 C,1015.30 hPA,74.71 %RH
2018/12/06 11:35:00,19.17 C,1015.30 hPA,74.72 %RH
2018/12/06 11:35:01,19.16 C,1015.31 hPA,74.71 %RH
2018/12/06 11:35:02,19.16 C,1015.31 hPA,74.71 %RH
2018/12/06 11:35:03,19.16 C,1015.31 hPA,74.71 %RH
2018/12/06 11:35:04,19.16 C,1015.32 hPA,74.71 %RH
2018/12/06 11:35:05,19.16 C,1015.32 hPA,74.71 %RH
2018/12/06 11:35:06,19.16 C,1015.32 hPA,74.71 %RH
2018/12/06 11:35:07,19.16 C,1015.32 hPA,74.71 %RH
2018/12/06 11:35:08,19.16 C,1015.33 hPA,74.70 %RH
2018/12/06 11:35:09,19.16 C,1015.33 hPA,74.71 %RH
2018/12/06 11:35:10,19.16 C,1015.34 hPA,74.71 %RH
2018/12/06 11:35:11,19.16 C,1015.34 hPA,74.71 %RH
2018/12/06 11:35:12,19.16 C,1015.34 hPA,74.70 %RH
2018/12/06 11:35:13,19.16 C,1015.33 hPA,74.72 %RH
2018/12/06 11:35:14,19.16 C,1015.33 hPA,74.72 %RH
2018/12/06 11:35:15,19.16 C,1015.33 hPA,74.71 %RH
2018/12/06 11:35:16,19.16 C,1015.33 hPA,74.71 %RH
2018/12/06 11:35:17,19.16 C,1015.33 hPA,74.72 %RH
2018/12/06 11:35:18,19.16 C,1015.32 hPA,74.71 %RH
2018/12/06 11:35:19,19.16 C,1015.31 hPA,74.71 %RH
2018/12/06 11:35:20,19.16 C,1015.31 hPA,74.72 %RH
2018/12/06 11:35:21,19.16 C,1015.31 hPA,74.72 %RH
2018/12/06 11:35:22,19.16 C,1015.31 hPA,74.70 %RH
2018/12/06 11:35:23,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:35:24,19.16 C,1015.30 hPA,74.70 %RH
2018/12/06 11:35:26,19.16 C,1015.30 hPA,74.72 %RH
2018/12/06 11:35:27,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:35:28,19.16 C,1015.29 hPA,74.70 %RH
2018/12/06 11:35:29,19.16 C,1015.29 hPA,74.72 %RH
2018/12/06 11:35:30,19.16 C,1015.29 hPA,74.71 %RH
2018/12/06 11:35:31,19.16 C,1015.29 hPA,74.72 %RH
2018/12/06 11:35:32,19.16 C,1015.29 hPA,74.71 %RH
2018/12/06 11:35:33,19.16 C,1015.29 hPA,74.70 %RH
2018/12/06 11:35:34,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:35:35,19.16 C,1015.30 hPA,74.70 %RH
2018/12/06 11:35:36,19.17 C,1015.29 hPA,74.69 %RH
2018/12/06 11:35:37,19.16 C,1015.29 hPA,74.70 %RH
2018/12/06 11:35:38,19.16 C,1015.29 hPA,74.70 %RH
2018/12/06 11:35:39,19.16 C,1015.29 hPA,74.70 %RH
2018/12/06 11:35:40,19.16 C,1015.29 hPA,74.71 %RH
2018/12/06 11:35:41,19.16 C,1015.29 hPA,74.71 %RH
2018/12/06 11:35:42,19.16 C,1015.29 hPA,74.72 %RH
2018/12/06 11:35:43,19.16 C,1015.29 hPA,74.69 %RH
2018/12/06 11:35:44,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:35:45,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:35:46,19.16 C,1015.29 hPA,74.71 %RH
2018/12/06 11:35:47,19.16 C,1015.29 hPA,74.71 %RH
2018/12/06 11:35:48,19.16 C,1015.29 hPA,74.71 %RH
2018/12/06 11:35:49,19.16 C,1015.29 hPA,74.71 %RH
2018/12/06 11:35:51,19.16 C,1015.29 hPA,74.69 %RH
2018/12/06 11:35:52,19.16 C,1015.29 hPA,74.70 %RH
2018/12/06 11:35:53,19.16 C,1015.30 hPA,74.70 %RH
2018/12/06 11:35:54,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:35:55,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:35:56,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:35:57,19.16 C,1015.31 hPA,74.70 %RH
2018/12/06 11:35:58,19.16 C,1015.31 hPA,74.71 %RH
2018/12/06 11:35:59,19.16 C,1015.31 hPA,74.71 %RH
2018/12/06 11:36:00,19.16 C,1015.31 hPA,74.71 %RH
2018/12/06 11:36:01,19.16 C,1015.30 hPA,74.72 %RH
2018/12/06 11:36:02,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:36:03,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:36:04,19.16 C,1015.30 hPA,74.72 %RH
2018/12/06 11:36:05,19.16 C,1015.29 hPA,74.71 %RH
2018/12/06 11:36:06,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:36:07,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:36:08,19.16 C,1015.30 hPA,74.71 %RH
2018/12/06 11:36:09,19.16 C,1015.29 hPA,74.71 %RH
2018/12/06 11:36:10,19.16 C,1015.29 hPA,74.70 %RH
2018/12/06 11:36:11,19.16 C,1015.29 hPA,74.71 %RH
2018/12/06 11:36:12,19.16 C,1015.29 hPA,74.71 %RH
2018/12/06 11:36:13,19.16 C,1015.29 hPA,74.71 %RH
2018/12/06 11:36:14,19.16 C,1015.29 hPA,74.71 %RH
2018/12/06 11:36:16,19.16 C,1015.29 hPA,74.70 %RH
2018/12/06 11:36:17,19.16 C,1015.29 hPA,74.68 %RH
2018/12/06 11:36:18,19.16 C,1015.29 hPA,74.70 %RH
2018/12/06 11:36:19,19.16 C,1015.29 hPA,74.71 %RH
2018/12/06 11:36:20,19.16 C,1015.29 hPA,74.71 %RH
2018/12/06 11:36:21,19.16 C,1015.29 hPA,74.70 %RH
2018/12/06 11:36:22,19.17 C,1015.28 hPA,74.72 %RH
2018/12/06 11:36:23,19.16 C,1015.28 hPA,74.71 %RH
2018/12/06 11:36:24,19.17 C,1015.28 hPA,74.71 %RH
2018/12/06 11:36:25,19.17 C,1015.28 hPA,74.69 %RH
2018/12/06 11:36:26,19.16 C,1015.28 hPA,74.71 %RH
2018/12/06 11:36:27,19.16 C,1015.28 hPA,74.71 %RH
2018/12/06 11:36:28,19.16 C,1015.29 hPA,74.71 %RH
2018/12/06 11:36:29,19.16 C,1015.28 hPA,74.71 %RH
2018/12/06 11:36:30,19.16 C,1015.28 hPA,74.71 %RH
2018/12/06 11:36:31,19.16 C,1015.28 hPA,74.71 %RH
2018/12/06 11:36:32,19.16 C,1015.27 hPA,74.70 %RH
2018/12/06 11:36:33,19.16 C,1015.27 hPA,74.69 %RH
2018/12/06 11:36:34,19.16 C,1015.27 hPA,74.70 %RH
2018/12/06 11:36:35,19.16 C,1015.26 hPA,74.71 %RH
2018/12/06 11:36:36,19.16 C,1015.27 hPA,74.67 %RH
2018/12/06 11:36:37,19.16 C,1015.26 hPA,74.71 %RH
2018/12/06 11:36:38,19.16 C,1015.26 hPA,74.70 %RH
2018/12/06 11:36:39,19.16 C,1015.26 hPA,74.68 %RH
2018/12/06 11:36:40,19.17 C,1015.27 hPA,74.70 %RH
2018/12/06 11:36:42,19.17 C,1015.27 hPA,74.69 %RH
2018/12/06 11:36:43,19.17 C,1015.27 hPA,74.69 %RH
2018/12/06 11:36:44,19.17 C,1015.26 hPA,74.70 %RH
2018/12/06 11:36:45,19.17 C,1015.26 hPA,74.67 %RH
2018/12/06 11:36:46,19.16 C,1015.24 hPA,74.69 %RH
2018/12/06 11:36:47,19.16 C,1015.25 hPA,74.70 %RH
2018/12/06 11:36:48,19.16 C,1015.25 hPA,74.68 %RH
2018/12/06 11:36:49,19.17 C,1015.25 hPA,74.69 %RH
2018/12/06 11:36:50,19.17 C,1015.26 hPA,74.67 %RH
2018/12/06 11:36:51,19.17 C,1015.26 hPA,74.66 %RH
2018/12/06 11:36:52,19.17 C,1015.26 hPA,74.70 %RH
2018/12/06 11:36:53,19.17 C,1015.26 hPA,74.70 %RH
2018/12/06 11:36:54,19.17 C,1015.26 hPA,74.67 %RH
2018/12/06 11:36:55,19.17 C,1015.27 hPA,74.67 %RH
2018/12/06 11:36:56,19.17 C,1015.27 hPA,74.69 %RH
2018/12/06 11:36:57,19.17 C,1015.26 hPA,74.67 %RH
2018/12/06 11:36:58,19.17 C,1015.26 hPA,74.66 %RH
2018/12/06 11:36:59,19.17 C,1015.25 hPA,74.68 %RH
2018/12/06 11:37:00,19.17 C,1015.25 hPA,74.67 %RH
2018/12/06 11:37:01,19.17 C,1015.26 hPA,74.67 %RH
2018/12/06 11:37:02,19.17 C,1015.26 hPA,74.67 %RH
2018/12/06 11:37:03,19.17 C,1015.25 hPA,74.67 %RH
2018/12/06 11:37:04,19.17 C,1015.26 hPA,74.69 %RH
2018/12/06 11:37:05,19.17 C,1015.25 hPA,74.67 %RH
2018/12/06 11:37:07,19.17 C,1015.25 hPA,74.67 %RH
2018/12/06 11:37:08,19.17 C,1015.25 hPA,74.67 %RH
2018/12/06 11:37:09,19.17 C,1015.25 hPA,74.67 %RH
2018/12/06 11:37:10,19.17 C,1015.25 hPA,74.69 %RH
2018/12/06 11:37:11,19.17 C,1015.24 hPA,74.70 %RH
2018/12/06 11:37:12,19.17 C,1015.26 hPA,74.67 %RH
2018/12/06 11:37:13,19.17 C,1015.25 hPA,74.69 %RH
2018/12/06 11:37:14,19.17 C,1015.25 hPA,74.71 %RH
2018/12/06 11:37:15,19.17 C,1015.26 hPA,74.68 %RH
2018/12/06 11:37:16,19.17 C,1015.25 hPA,74.67 %RH
2018/12/06 11:37:17,19.17 C,1015.25 hPA,74.71 %RH
2018/12/06 11:37:18,19.17 C,1015.26 hPA,74.69 %RH
2018/12/06 11:37:19,19.17 C,1015.25 hPA,74.69 %RH
2018/12/06 11:37:20,19.17 C,1015.25 hPA,74.67 %RH
2018/12/06 11:37:21,19.17 C,1015.25 hPA,74.69 %RH
2018/12/06 11:37:22,19.17 C,1015.25 hPA,74.68 %RH
2018/12/06 11:37:23,19.17 C,1015.25 hPA,74.69 %RH
2018/12/06 11:37:24,19.17 C,1015.26 hPA,74.69 %RH
2018/12/06 11:37:25,19.17 C,1015.26 hPA,74.69 %RH
2018/12/06 11:37:26,19.17 C,1015.26 hPA,74.70 %RH
2018/12/06 11:37:27,19.17 C,1015.26 hPA,74.69 %RH
2018/12/06 11:37:28,19.17 C,1015.26 hPA,74.69 %RH
2018/12/06 11:37:29,19.17 C,1015.25 hPA,74.71 %RH
2018/12/06 11:37:30,19.17 C,1015.26 hPA,74.71 %RH
2018/12/06 11:37:31,19.17 C,1015.26 hPA,74.68 %RH
2018/12/06 11:37:33,19.17 C,1015.25 hPA,74.67 %RH
2018/12/06 11:37:34,19.17 C,1015.25 hPA,74.69 %RH
2018/12/06 11:37:35,19.17 C,1015.26 hPA,74.70 %RH
2018/12/06 11:37:36,19.17 C,1015.26 hPA,74.70 %RH
2018/12/06 11:37:37,19.17 C,1015.25 hPA,74.70 %RH
2018/12/06 11:37:38,19.17 C,1015.26 hPA,74.71 %RH
2018/12/06 11:37:39,19.17 C,1015.25 hPA,74.71 %RH
2018/12/06 11:37:40,19.17 C,1015.26 hPA,74.70 %RH
2018/12/06 11:37:41,19.17 C,1015.26 hPA,74.70 %RH
2018/12/06 11:37:42,19.17 C,1015.25 hPA,74.71 %RH
2018/12/06 11:37:43,19.17 C,1015.25 hPA,74.72 %RH
2018/12/06 11:37:44,19.17 C,1015.25 hPA,74.70 %RH
2018/12/06 11:37:45,19.17 C,1015.25 hPA,74.68 %RH
2018/12/06 11:37:46,19.17 C,1015.24 hPA,74.69 %RH
2018/12/06 11:37:47,19.17 C,1015.24 hPA,74.69 %RH
2018/12/06 11:37:48,19.17 C,1015.24 hPA,74.69 %RH
2018/12/06 11:37:49,19.17 C,1015.24 hPA,74.69 %RH
2018/12/06 11:37:50,19.17 C,1015.23 hPA,74.68 %RH
2018/12/06 11:37:51,19.17 C,1015.23 hPA,74.69 %RH
2018/12/06 11:37:52,19.17 C,1015.23 hPA,74.71 %RH
2018/12/06 11:37:53,19.17 C,1015.23 hPA,74.68 %RH
2018/12/06 11:37:54,19.17 C,1015.23 hPA,74.68 %RH
2018/12/06 11:37:55,19.17 C,1015.23 hPA,74.67 %RH
2018/12/06 11:37:56,19.17 C,1015.23 hPA,74.68 %RH
2018/12/06 11:37:58,19.17 C,1015.22 hPA,74.69 %RH
2018/12/06 11:37:59,19.17 C,1015.22 hPA,74.68 %RH
2018/12/06 11:38:00,19.17 C,1015.22 hPA,74.68 %RH
2018/12/06 11:38:01,19.17 C,1015.22 hPA,74.68 %RH
2018/12/06 11:38:02,19.17 C,1015.22 hPA,74.68 %RH
2018/12/06 11:38:03,19.17 C,1015.22 hPA,74.68 %RH
2018/12/06 11:38:04,19.17 C,1015.23 hPA,74.70 %RH
2018/12/06 11:38:05,19.17 C,1015.23 hPA,74.70 %RH
2018/12/06 11:38:06,19.17 C,1015.23 hPA,74.69 %RH
2018/12/06 11:38:07,19.17 C,1015.23 hPA,74.69 %RH
2018/12/06 11:38:08,19.17 C,1015.23 hPA,74.69 %RH
2018/12/06 11:38:09,19.16 C,1015.22 hPA,74.69 %RH
2018/12/06 11:38:10,19.16 C,1015.22 hPA,74.69 %RH
2018/12/06 11:38:11,19.17 C,1015.22 hPA,74.70 %RH
2018/12/06 11:38:12,19.17 C,1015.22 hPA,74.71 %RH
2018/12/06 11:38:13,19.17 C,1015.23 hPA,74.69 %RH
2018/12/06 11:38:14,19.16 C,1015.23 hPA,74.70 %RH
